Comment,Sentiment
Want to read these tips instead of watch? Check out the blog for this video: https://supertutortv.com/sat/last-minute-sat-tips-what-to-study-the-night-before-the-exam,1
"About seeing things that couldn't be seen:  in the early 70ties me and a friend saw some seals at my summer house in the north coast of Sweden, but no one believed us and said ""there hasn't been seals here in 100 years"". I went back to the same place in 2020 and while taking a boat tour I was told that the seals now actually had returned!  *We were right the whole time!*",1
"How do you do the profile thing, Is it available on Tablet, Ipad, Phone?",1
How much courage do you have to have to troll the police,1
Me and my friend had a rap battle with this beat,1
Aaepalaballayanna.tuopiltteeknsalliaran.hodatanatuwa.aperatakapuballo.tuopi.ltteeknwththa.janadipathimandirakawena.tuopi.aperatahodamahariyavinasakara.nesajyo.ube.ththakarapuwada.apihodatadannawa.katawhpiyballo,1
The first one if he was smart he could have just picked up the window lol,1
"Other alts: 
Raster: Krita. It also kind of supports vector
Music: LMMS",1
I love how when beans was trying to tackle airrack the security guard at the back tired to grab him but instead slipped,1
"As a cyber-security engineer, I can say these people are the real deal and they are saying the right things.  This is how to do transparency for cyber-security right.  Democracy dies in darkness.",1
21 GREAT ANSWERS to tough INTERVIEW QUESTIONS >>> https://passmyinterview.com/21-great-answers-to-tough-interview-questions/,1
Does anybody wonder how long it takes for them to make the different maps on Minecraft like the rainbow land?,1
What's the reasoning behind not going test optional if you score in the 25th percentile? Wouldn't it make more sense to submit only if you're in the median score range?,1
"Okay everyone scroll down to see the correct answers for the problem!
.
.
.
.
.
.
1. Polygon! All meshes are made from polygons. Within games polygons must be 3 sided/triangles, though typically in animation and 3D design polygons are 4 sided. 
2. Code! All it needs is code so we can start giving the ball commands on what to do and when. 
3. 3D in almost all scenarios will run slower in comparison. Almost anything can slow down a game though, an 8k 2D image with an intense shader/material will put a lot more stress on the game than a normal 3D model.",1
Love that he first mentioned crossing arms and looking away. I cross my arms often to relieve anxiety and I usually tend to look away when being explained something because I'm visually processing information they tell me.,1
"You got it wrong, very wrong Bro, Cryptocurrencies are the future!",1
"2016: ""My friend Liz Cheney""
2022: ""That Virginian""",1
Had to give this a like off the first clip alone lmao. Y'all should do more like that where someone gets kicked and reappears on the other person's account,1
"Wulzy: ""5 pounds on paypal""
Wolvez, immediately: ""WE'RE EATING GOOD TONIGHT""

i feel that",1
Probably the most views he's ever gotten on his farewell,1
"TIME STAMP 
0:00 - 2:16 PREVIEW
2:27 - 7:23 HAND SOUND
7:24 - 13:09 PHONE CASE
13:10 - 17:32 LEATHER FINGERS
17:33 - 22:32 FABRIC COVERED STICK
22:33 - 27:44 WOODEN CRACKER AND etc..
27:45 - 31:44 LINT REMOVER
31:45 - 36:22 NOTEBOOK
36:23 - 39:59 CARDBOARD RING
41:00 - 45:17 HLURU FINGER PICKS
45:17 - 49:50 PURPLE MATTRESS SAMPLE 
GOODNIGHT AND SLEEPWELL!!",1
"I learned recently there's entire villages of Germans in South America. German architecture, total German population, 100% German settlements. 

I'd like to see more about that",1
i Am Leaving a Comment Here As a Reminder So That Whenever Someone Likes This Comment And i Get a Notification & i Come Here To Listen This Masterpiece Again,1
"Pff, where in Cali lol",1
"""The end of the Cold War brought an end to many of the proxy wars through which the two sides struggled to exert their influence""",1
"As a developer on Fiverr, i think all 3 (but especially the last 2) should've gotten paid way more. This takes at least a couple hours to build, even for an experienced developer, and Fiverr takes 20% of all your revenue. That's not even half of minimum wage.",1
I knw she's grown but I just still hear a kid,1
"Personally I think you hit one key point: the importance of domain experts.  With the so-called automation or new technology/ tools we'll likely see a shift to empower the domain experts and focus more on the business needs.  Just because someones knows SQL or do coding doesn't mean he/she can do data science or machine learning -- or more importantly, to put out anything meaningful or even useful.  Just like years ago people needed to rely heavily on someone who can do graphic design really well or who can use a handful of high-skill tools (say photoshop) really well to even modify a picture or video.  These days even kids can snap a picture or video and publish to Instagram or Tiktok.  Did the modern photo editing tools make graphic designer extinct? No.  But it does mean that you need to be REALLY GOOD to be able to survive as a graphic designer.  I see the same future for data science field too.  Maybe not tomorrow, but the trend is coming for sure.  If you pay attention to some of the podcasts like ""me myself and ai"", most the guests (chief data scientists or boss of DS departments) aren't really of these backgrounds but more business driven.",1
The one that I thought was the craziest was the one right before the last one,1
Imagine how far chandler wouldve gotten if he didnt get 2 wrong on purpose in 2nd grade,1
The Rubik's Absolutely Impossible.,1
"I'm pretty sure this wasn't actually the case, but it almost ""looked like"" Magnus made a ""bet"" (maybe with himself) that he could make X number of moves with his queen and y number of moves with his king and still win or, maybe, just still reach move 30.  That would explain both his laughter and generally humorous demeanor and amateur-like play.  This might be considered some innocent type of trolling or even an inside joke, but I suspect that if something akin or analogous to this had occurred in the NBA or NFL or MLB, some persons would be calling for an investigation.  Just looking for a hypothesis that would account for what occurred in game one of the Carlsen -Firouzja match.  (Note how strangely Carlsen played in game four, was it?, of his match with Pragg.)  I don't know how much Las Vegas type betting goes on with respect to the world of chess, but a game like this could make someone who put money on the game very unhappy.  In some ways, it was embarrassing to watch.  I don't believe that type of behavior advanced the cause of pro chess.",1
"Excellent. Been minimizing for decades now. 
The World is always Perfect. It is the mind that tries to make it NOT so.",1
"Most of the items you recommend are pretty pricey for a student. I'm not a student myself anymore but if I were one, more budget alternatives would make this video a lot better!",1
"I am a speedcuber I have learned more than 20 algorithms of rubikis cube 
This method can be done only when it is scrambled  in its relative manner.
Otherwise this method failed",1
2022 Y AUN SUENA LA MEJOR CANCION,1
just think abt it....we were just freshman not worrying abt this test.,1
Could you imagine if a bunch of aliens dropped 2 super predators on a city just to see how the humans adapt to it?,1
Barzo fajny film,1
I know the optimal algorithm for a graph with two nodes.,1
"44:15  He says L[2] is the second value in the list... doesn't the list start at [0], meaning the second value in the list should be L[1] ?",1
A more effective way for villagers to return at night is an automatic bell alarm using night sensors with linked with a timer that rings thrice. It kinds of really reminds me of a clock that has curfew regulations,1
This was always on my checklist to learn to play chess,1
"While working on my Masters in Education, one faculty member told me that in his opinion, our schools were designed to babysit our kids so the parents can work.",1
"I still have my copy of Eddie Borysewicz's ""Bicycle Road Racing"" (1985). In it he discusses practicing tumbling and diving somersaults in a gym to improve your crash response. Unfortunately I haven't practiced that, but my last inelegant dismount was at low speed, so only some skin lost.",1
We'll miss you Chedwick Boseman,1
"1. Polygons, or tris more specifically.
2. You would add code, preferably a character controller.
3. The sphere would make the game run slowest.",1
He'd consider honoring the Constitution and rule of law? How big of him!,1
"7:26 Actually Levon was up by 8-9 minutes, I think maybe if he thought more, he could've squeezed a victory.",1
"Him: WE ARE BECOMING BLUE IN RAINBOW FRIENDS
Also him: ""goes on a roleplay"" 
The fans: bruh",1
Maybe he could have a pet wolf with a revolver in its mouth that follows him around and when you right click the wolf shoots in that direction and can hit an enemy.,1
"l i v e   l a u g h    l o s e r 
-Duncan 2021",1
"I've never been particularly interested in john green's  works, but the fact that he encourages readers instead of just seeing them as beneath him says a lot about his character and his connection with his audience.",1
Que esse totens existisse no Minecraft original o jogo seria muito mais top,1
"really value of an IIT or IIM is not in their curriculum, it's in the students who get into these institutions after beating lakhs of people.",1
Bro under 30k iqoo Neo 6 is no 1 option???,1
"i have the elite series 1 controller still and it was sent into service once for the rubber loosening and a bumper not working correctly. the design and thought behind the elite series controllers is awesome, but it does require more work done to the design. esp after hearing the same rubbergripproblem happens also on series 2.
but i also remember microsoft being at first very oppositional to the idea of the ""free to repair"" thing, but shortly after that they were called in again and microsoft had completely reversed their decision, so if a third party repairservice was able to repair anything to my series 1 controller as its been a while since i bought it, id be all in favor of it!! that would just secure the longevity of any controller basically for the foreseeable future and im glad microsoft and xbox is supporting that !",1
Can we do more to make College cheaper rather than give away government money to bloated universities?,1
"Que vergonha para a CNN com um time de reportes como esses dois. 
Totalmente despreparados.",1
"Ever wonder just how accurate the 'experts' are in telling us what happened?  I mean, these are the same 'experts' who also said Troy was a myth, and didn't actually exist - yet some 'crack pot' proved them wrong.  A rather normal situation where 'experts' do everything they can to disprove anyone who tries to disprove what those 'experts' built their lives upon.  
Still think more appropriate title would be 'Myth vs. Evidence based guess'.  Still, history is captivating and gives us a peek into what may have happened in the past, as well as how civilization continues to repeat history.",1
Yea but can't the centers also be oriented in different ways? Like with picture cubes it's possible to have the whole cube solve except one center piece that's rotated.,1
"I did a report in Linear Algebra discussing using Adjacency Matrices to find paths from any point to any other point by raising matrices to their power step by step.  I managed to make it work for minimum hop count and shortest path between two points.  Unfortunately it doesnt solve the TSP because it does not go back to it starting point.. only that it can hit every point.  We had another idea of using something similar to what we called gravitic weighting to image creating the shortest path by picking any point and then ""lifting it"" and seeing the other points fall based upon distance.. we ran into problems with pruning of ineffecient routes.. if we could identify routes that were not going to be used we think it would have worked.. unfortunately our advisor didnt seem to care to help us at all... to him TSP was just an impossible problem and we were waisting our time.",1
You don't need 6 minutes to tell why egg price is increasing.,1
well explained all definitions of literature,1
aacha laga to subscribe kro,1
Keren seru gamenya,1
Wie fandet ihr die OPENING NIGHT LIVE?,1
Imagine if Trudeau had invested the Ukraine $ into his own country? Maybe the healthcare system?!,1
It is going two different directions the miners are already claiming such,1
"Kehrer was lucky the foul occurred on the line for a penalty, otherwise he's likely sent off for denying a goal-scoring opportunity outside of the penalty area.",1
"Yes if you think you might want to add multiplayer / co-op you really should do it from the start, suddenly you have to validate everything your players are saying they are doing along with replicating all the right properties without flooding the network and your animations and simulation has to be on point since players will be doing crazy things that AI just wouldn't / we would give AI a pass on",1
*This Corona quarantine has me literally watching anything YouTube recommends*,1
Now I understood what my pet feels like when I tell something to him...,1
Went to Edinburgh Castle in Scotland. If you go inside you can see the actual standards flown by Napoleon that were captured by scottish units of the British army at Waterloo. The actual Flag.,1
"""We have to stop telling men that there is no difference between competence and misogyny."" 
Well said. Thank you!",1
Might be longer for a ps6 or a Xbox series y considering the economical structure has crumbled over the years and technology has peaked for large leaps we just need better games better game optimization and better engines for games,1
"Father is Homer, Elsa, Duffy Duck, Dexter Glitched and BMO Is Survivor",1
An interesting fact is that Patterson was excluded from the 1971 National Research Council Panel to investigate the danger of atmospheric lead poisoning due to political pressure. The Ethyl executives offered CALTECH sizable investments if they got rid of Patterson.,1
I cant comprehend how Josh puts out so much content at such a high frequency thats over 40 minutes long every time. That man is a workhorse,1
"We need a program to encourage builders to build reasonable priced homes. 
$400,000 is too high for most people.",1
"Yep, I can confirm as a PhD research scientist that I do in fact have a side kick ML engineer (actually 3) to help me create all my crazy shit.",1
"My mood was not good enough. After seeing the animated video and listening music, my mind says"" it's okay that happened."" Really, I am having some motivations as well. And thanks for your musics",1
what nikhil says from 23:00 is absolutely right. it might seem it's cheap to the foreign viewers. but in reality it is actually quite expensive for the indian population.,1
Pin me I always watch your vids,1
"Given Nintendo's track record with moves that make sense, they will use this feature sparingly as they did with cloud gaming and file transfers.",1
"Hi everyone, exactly a week ago, we conducted a contest in this video. The answer to the question is given below:
The correct order of working for Neural Network with explanation: 
B. The weighted sum of inputs is calculated
A. The Bias is added
D. The result is fed to an activation function
C. Specific Neuron is activated

Explanation: In a neural network, each neuron in one layer is connected to other neurons in the corresponding layers. These connections carry random weights. The weighted sum of the inputs is calculated, and an additional input in the form of bias is added (w * x + b). The result of this is fed to an activation function. Based on a particular threshold value, only those neurons get activated that crosses the threshold value.

We are pleased to announce the 3 lucky winners who got the right answer for our quiz:
1. Divya Maskar
2. Kartik Singhal
3. Michael Ipinolu
Congratulations to all the winners! They've won an Amazon voucher worth INR 500.",1
"A pro version of the Xbox and playstation is something that isn't needed. They are still making cross generation games leading into the end of 2022 and possibly 2023. If there is going to be a refresh, it may not be until 2025 or 2026.",1
Please make a Nathan Christopher Summers aka Cable xmen hero pack please!,1
"If you do not mind me asking, what was your major in college? And did it help you towards your progress in blogging/business?",1
"If you want to see more content, go subscribe to my new channels!
*WHO WILL BE THE FIRST SUB?*

Reacts:
https://www.youtube.com/channel/UCL3n_J1rvdc-lwYrCd4hbag

Streams:
https://www.youtube.com/channel/UCEQn7MJGdkM-o12OVI5atow

Shorts:
https://www.youtube.com/channel/UCoUr3GkW8aBHmDWNzBhHz2w",1
Protect this man at all cost #freeOLA,1
"Better ideas
Get a new mattress, put it on the wood thing.
You also might be thinking, ""How do we get in the fort?"" 
Just lift the matress!
Add An exit door incase someone is lying on the bed or cant get out.
Add a Small ladder that looks like a stair.
Add a mini fridge.
That's all!",1
Level 6: Explain machine learning to the machine.,1
Casi una decada y aun sigue sonando esta rola,1
"Bro i can solve in 20 sec
If ur reapeting same moves applicable on solve state

For solving scrambled cube
Learn 
Bigenner method
Roux method
Zz method
Cfop method
Any of these",1
"The universe is fractal, therefore the same rules that apply to a solar system must apply to an atom (except at faster speeds), otherwise the universe would collapse in disarray and conflict. Empirical observations of the micro universe are as good as the equipment utilized to collect them. If one observes a particle (planet) around the nucleus (sun) with a shutter speed equal to one revolution, it would register at one position only; 1/2 cycle would result in two opposite positions. At higher speeds more positions are collected and the vibration (wave) function starts to reveal itself. What is missing in our science at the particle level is the inclusion of the interaction between the particle and the energy dissipated from the device used to observe it (equipment or human brain).",1
"I remember how in Finland, we were taught of the Swedish crusades in 4th grade and i was like ""What nice guys coming to save us from going to hell""

and approxicately 6 years later when we discussed it more in detail i went ""Wait a minute""",1
"I had to explain to ponies that Netflix isnt like Game Pass. When Netflix has a new show you can only watch it on Netflix. When Starfield is on Game Pass its not JUST on Game Pass - you can buy it digital or physical. You can play it on console, PC or streaming. They think they are comparable and when Netflix loses subscribers they try and say ""same thing will happen with game pass because they are the same"".",1
"I wasn't there, and I'm not a marine biologist, but the possible ""megalodon"" at 9:00 is clearly a whale shark.",1
"Excellent repair.  

I few years back, I did a repair on a computer with a broken SATA port.  i replaced the port and the system ran fine.  A year and a half later the same customer comes in saying that his data storage hard drive wasn't working.  I'm like 'okay'.  I asked did he want data recover service.  He said it was working fine and that I was the last person to touch the computer so it must have been something I'd done.  I keep snap shots of before and after repairs of my work and keep a printout with all my work orders.  I said to him that his system didn't even have an HDD in it when it was repaired and only had one SSD in it.  He mumbled something and said he'd just take his business elsewhere.

I know the vast majority of people reading this are either in the electronics repair business or are hobbyists.  But I have a serious question to people who'd just be regular customers.  If you had something repaired a year or more ago and something else went wrong unrelated to the original problem, would you seriously bring it back to the repair shop expecting that it would get fixed for free?  I'm hoping this question doesn't come out as snarky or sarcastic.  It's a sincere question I'd like to have answered.",1
"Death Game Master:- *There is 99.99% chance that you will die*
Cinema Summary:- *I like those odds*",1
"I'm new to crypto currency investment, started with MT5 and I've been making losses trading myself. Any advice please?",1
MY MAN TROLLING US THIS TIME CUZ HE CUT TO THE ACCURATE RP,1
"Hey Joma - the new thing now in Data Science interviews is 'modelling' questions (makes sense, really). Curious if you would do a video on how to prepare for that? For many companies, that is the make-or-break portion of the DS interview process.",1
Finally justice has been served to Najib Razak!,1
"Magnus looked little disinterested, he may have thought he was winning anyway",1
My game-plan is to secure as much future proof altcoins awaiting the Altseason and my own viable checklist for the pump is #ETH and $WMT which I plan to amass more on in the wake of its FulhamFC partnership.,1
"Today 33 years ago (23 August 1989) millions of people from Latvia, Lithuania and Estonia formed the longest human chain ever (600 KM) across the three countries, to express their will to get rid of soviet totalitarism and imperialism. Few months later, they eventually would become free, independent states.

Three countries I deeply respect, at the frontline of stoneage, barbarian Russian imperialism.",1
It's just usual trimming of the fluff when excess liquidity is withdrawn. It's important to do it before you get to the down rounds.  That way VCs can decide which baby chicks to feed and which ones to shove out of the nest.,1
"5:55 Son unos de los Topgirls.Uno

15:55 Sun: ''Hotter''
15:55 Hopi: ''Sweeter''
15:55 Joonie: ''Cooler''
15:55 Yoongi: ''Butter''

15:55 Son unos de los mejores conciertos ,
, no puede ir pero de tan solo verlos desde pantalla, se que estuvo sorprendente...",1
"too mercury. hahaha Maybe too murky. BTW, I think its funny when people think that ET craft need a landing strip like our planes use. They dont need to build speed to gain lift, they can travel through the fabric of space and time, I think they can manage to take off and land without a strip.",1
"""So around 32 degrees Fahrenheit... or 0 degree Celsius if you're a scientist or from a part of the world where things make sense"" I'm dying here",1
"Transfer of wealth usually occur during recession, so the more stocks drop, the more I buy, in the meanwhile I'm just focused on making better investments and earning more as recession fear increases, apparently there are strategies to 3x gains in this present market because I read of someone that pulled a profit of $350k within 6months, what are the best stocks to buy now or put on a watchlist?",1
The reason they said large and open space instead of largest map is because if you look at their past games and you measure the square footages of every location and put them together that may be bigger. None of their past games have had an open world. Their other games usually have one big world segmented into multiple locations. In this game it's actually one open world so it's the largest open space of any game they created. And they did say that this open world is bigger than Prey.,1
His fingers move faster than my internet,1
This is like a dictionary defining a dictionary,1
"I got a 1190 on my first practice test, then a 1470 after two weeks of studying and 1530 two weeks after that. I've still got a baaad feeling about the real thing tho",1
"0:37 The answer is no, The fastest unofficial time is around 2 seconds, the fastest official time is 3.47 which is held by Yusheng Du.",1
Arjun Reddy ( Kabir Singh) was his film,1
If it actually does work you'll get obsidian in a cauldron,1
"Giliw 'di mapigil ang bugso ng damdamin ko
Mukhang mapapa-amin mo amin mo
Giliw nagpapahiwatig na sa'yo
Ang damdamin kong napagtanto na gusto kita",1
"That assessment about the nuclear plant was very eye opening , it could be Putin's way out of this but that would rely on him having any regard for his soldiers which up until now he  has not shown",1
"You didn't balance any equations Tyler, you've balanced my life.",1
Glad those people who take that server seriously don't go outside their room.,1
"Hey CTO, great video! Did you send emails out that theres a waitlist for the course now and its unavailable to get? If not then the scammers are getting feisty.",1
Sony pulling an Epic Games Store? Interesting.,1
"""We judge young girls for what they are, but young boys for what they promise to be""
-Goethe",1
Telling Mumei not to do something is only going to make her want to do it more,1
"IMO, Machine Learning is a lot of math. It is very difficult to find an interesting job without advance degree if it is the goal of learning ML.",1
"I made a video just like this and I didn't even know this video existed
Coincedence?",1
"Watching Stelter commentate about how this show was the standard of journalism despite being cancelled due to losing all of it's credibility to the point where no one was even watching anymore is exactly the way reliable sources SHOULD end, haha. It's truly poetic.",1
"""The truth has no defence against a fool determined to believe a lie""  Mark Twain",1
"""Its actually 3 cubes""
**Proceeds to make a whole new dimension**",1
"Michael Scott doesn't really change as much as some people say this season. We, as the audience, just get to know him better, and have a better understanding of what motivates his behavior. Kelly is the one who really changes. That happens about 5 or 6 episodes in to season 2.",1
This child has been practicing his pick up lines for this one moment.,1
"Unity and Unreal both have ""un"" in them but if we remove ""un"" we get ""Real"" and ""ity"" which makes ""Reality""",1
"10min break timer starts:


Me: (turns to stuffed animal) what'd you think about that reading section-",1
Vermont is getting rain and thunder right now at 1:00 pm...Burlington VT.,1
"If I predicted a recession every month over the last forty years, i to would have predicted every recession over the last forty years.",1
The fact that subtrist didn't even need to troll at first because Greg was enough content as it was,1
Scenes like this make me wish Marvel would put out short episodes of everyday people sharing their experiences living in a world of heroes and villains.,1
"Hey Ryan or Clement or both lol! quick question.  If you had to place these in certain categories for their specific uses/what each one excels at, what categories would you put each of these machine learning frameworks/tool kits (Tensor Flow, PyTorch, mxnet, and Hugging Face) in?",1
When they sell this house some day the open house tours are gonna be wild. They'll need a real estate agent with a sense of humor,1
"I feel like a big part of Don's character is that even HE has his own issues with self-confidence, but he never let's people see that. When he does, that's when we start to see the layers peel back and Don's true self starts to show.

It's really all about how you project yourself to the world and those around you.",1
"Maybe 60 years ago I saw a clip on TV that I don't see here, of a fight between a tiger (I assume male) and a male lion, in a clearing in a forest. They fought for a while and then the lion ran away. Tigers are, on average, bigger and heavier than lions.",1
"Alireza is the Caro-cann master, he knows all the variations",1
Never had my own 360 but I did use a friend's and this is nostolgic asf,1
"I had a tutor and a friend student that excelled in classes. The tutor is doing well but my friend is now deceased beaten to death as a street person on drugs. The tutor that helped me told me that the reason one goes to school is to learn to teach yourself. If University does not teach you to teach yourself, you have failed, because if you can't teach yourself you can not teach others what you have learned. I have this discipline in my agenda on full and have helped other students in the past.",1
"0:30 Distance and Displacement
-
6:42 Speed 
10:16 Speed and velocity
13:30 Average speed and Average velocity
-
18:39 Acceleration
-
29:15 Gravitational Acceleration
-
37:47 Projectile motion
-
47:11 Newton's 1st law
51:33 Newton's 2nd law",1
for years now I have had this overwhelming frustration when watching Chef John's videos...i just wanna give em more than one thumbs up.  such a legend,1
"Tienes Razon Apple Tv, tiene excelentes series (tuve seis meses gratis), aunque debo decir que la serpientes essex, no me termina de convecer, y hablando de Gary Oldman y de espias, no se si has podido ver Tinker Tailor Soldier Spy, en HBO,(el topo), de Tomas Alfredson, con la siempre genial fotografia de Hoyte van Hoytema y banda sonora de Alberto Iglesias, es maravillosa para los que nos gustan las novelas de espias lejos del sobresaturado James Bond",1
"After all the hate towards the Americans at Leeds, this was absolutely deserved.",1
I've listed the links to all the free software mentioned in the video. I'll be updating it frequently with your recommendations as well. Make sure the check out the description for the full list.,1
"1)Relaxed Body language
2)Selective eye contact
3)Non-Reactiveness/Silence/Patient response
4)Framing the situation
5)No matter what... you will be okay.
6)don't try to convince other people
7)willing to walk away",1
imagine spending TENS of THOUSANDS on camera equipment so you can capture the scene at the highest fidelity and not at least close the blinds to avoid reflections,1
"Check out my free SAT/ACT Workshop.  Below is the link.
https://sites.google.com/site/crowsmathclass/actsat-workshops",1
"Nao me canso dessa track.
TooHot",1
I love that Mr. Jake Tapper is shining a light  on the deceptive practices by a bunch of the politicians and moreover  that he very clearly states it's not okay. Some  politicians (and even some of us voters) have over time experienced an eroded sense of right and wrong. It's helpful to call attention to this  because we as a nation need to start somewhere to recapture a normal good sense of ethics. Right and wrong matter to build a prosperous economy.,1
"Me: pennywise if you wanna fight another clown then fight the joker
Pennywise: is it easy?
Me: no joker,s a stronger clown than you!!!!",1
"I was searching all around the internet for something like this. Most I found are saying that we need to start with *insert ML related topic here*, but I felt that something was missing. When you started by saying that a good ML engineer should first be a good software engineer, I knew right away that this is what's missing. It makes complete sense to start there and then move up the ladder. Thank you for taking the time to creating all of this.",1
"Physics: i won't use any heals
Also Physics: *picks up a medkit *",1
"Quantum entanglement kinda sounds like that ""if a tree falls in the woods with no one around does it make a sound"" question except the answer is that it both does and doesn't untill you hear it",1
"That moment when you have taken machine learning and A.I. courses, and you still have no idea how Seth was able to do this.",1
"Interesting information about how settling down created inequalities in the access to food and the dawn of big food companies, but there's nothing about cooking. So, how did ancient people learn how to cook? I'm still waiting to find out.",1
"GET THE SCRIPT: https://passmyinterview.com/21-great-answers-to-tough-interview-questions/
Watch this next >>> https://youtu.be/cpm0aB9M-1g",1
"This was CRAZY!!! I used different colors for the different lines for each thing like the nose was florescent orange, the circles for the skull were turquoise, the sunglasses area for the eyes were hot pink and the box for the mouth is grass green. Then I did as you did and used black to put in the features (Oh the shoulders and neck on the one from the side are turquoise). 
It sounds like it would be a huge mess but I used the colors to make  key saying what color is for what structure and hmmmm.....if I keep practicing this I will gain so much so fast. And I eat shading out aside from some hair. 
She looks bonkers but as long as I understand it, hey, my sketchbook is colorful!",1
"Josh, if you are gonna be doing these kinds of mash ups, might I suggest doing rice bowl versions of some previous makes? Like a quesoritto Rice bowl? Or maybe a Chic Fil A rice bowl?",1
"Graphics do matter... but it's more tied to the visual style and aesthetics that are implemented. I don't care about SUPER REALISTIC graphics, I just want stable eye-pleasing visuals with amazing gameplay.

Look no further than how poorly some of the earlier 'realistic' graphics have aged on previous consoles, while games with a more unique art style have remained timeless.",1
"Yi Chen: How does he knows its me? he doesn't know my hand writing
Also Yi Chen: wrote a whole paragraph about who he is and how he's been peeking at him forever",1
"*Odysseus blinds cyclops

""Noman is hurting me, noman is hurting me""

a BLINDINGLY good pun",1
My heartfelt condolences to the  car,1
This is NOT Black Adam. It is The Black Rider...,1
"A lot of these so-called ""journalists"" should take notes on how to report the news truthfully from legendary journalists like Sam Donaldson. He knows how to do news.",1
Do people remember when Joe the 10% big guy told Americans get ready for a dark winter! it'll be like you've never seen !,1
I think it's an Ultron face not an Iron Man mask. He did co-create Ultron so it would make sense.,1
"google maps should put warnings on potentially dangerous roads, just like how they do on private roads.",1
"Personally, if that was me, I would not let Andrew Tate disrespect me like that. That's just me though.",1
"When he says he's a 400 year old beer wizard, I believe him.",1
Rent is going up because stock companies are buying up all the properties and they will charge the highest amount they can.,1
"Level 1 : Explains Machine Learning
Level 2 : Explains Machine Learning
Level 3 : Explains Machine Learning
Level 4 : Explains Machine Learning
Level 5 : Chat",1
Can u please make a vid to teach me how to build secret things?,1
"Rofl, it was like a killer of a movie being taken care of and suddenly coming back her face to Subtrist was gold",1
Correction.... It's GME 2.0,1
"""Same as Watergate"" Not hardly,  I was a teenager when it happened, and I seem to know more than Trump knows about it.",1
King John had the Magna Carta annulled just a few days after he signed it. Its importance was not emphasized until at least 2 or so centuries after his death.,1
"Linus: ""This is not a table.""
Also Linus: Let's use this as a chair!",1
"""there could be an infinite amount of games just in the first couple moves""
Actual chess games:
e4 e5, Nf3 Nc6, Bb5 Nf6 both players agree to a draw",1
"Se nem o Thor e nem o Gorr morrerem no filme, ja ta show de bola!",1
Jimmy: we are going to be surviving 24 hours in a desert. also Jimmy: WE BRANG A GENARATOR TO CHARGE OUR DRONE!,1
So correct. A civilization can't only rely on an abstract science but on technology as well...,1
It's too bad the Xbox version of Quake 4 isn't added to gamepass; would've enjoyed replaying that game,1
"Once a Hulk, always a Hulk.",1
"My (Ukrainian) gran fought at Stalingrad on the Soviet side. She had to decode messages to be sent to headquarters in Moscow. Whilst in service, she personally witnessed the surrender of General von Paulus. She also told me that most of the prisoners she saw there were Romanians and Italians as opposed to Germans. God bless her soul: she left us back in 2017 and would be 100 next August.",1
what is the age limit??,1
"So my University currently has both Software Engineering and Computer Science. Both majors are pretty much the same thing and the only difference is about 3 or 4 classes. For example, for the Data Structures and Algorithms course, there is CIS 350 (theory based) and CIS 3501 (SE side of the class) also the core requirements has SE majors take SE 2 after SE 1 while CS majors only take SE 1. So its really the same degree, same requirements, only difference is a couple of classes (that are very similar).",1
"Also, for all you would-be explainers: #2 works for perfectly symmetric objects in a vacuum.",1
Idk why people don't place the glass in sugar cane farms above the water. It prevents items from falling there and it can save a few hoppers,1
"Download our Beast Burger app and order some food for yourself!
IOS - https://apps.apple.com/us/app/mrbeast-burger/id1543431762
android - https://play.google.com/store/apps/details?id=com.chepri.mrbeastburger",1
you make me feel motivated to make another game that i will never finish,1
"For the randomness section: we don't use time anymore. We use CPU activity or noise (entropy, patterns, etc), as well as modulo arithmetic and state transition functions.",1
"How is he writing in Air,  can anyone please tell me the tech used in the shooting of this video",1
"For me as a foreigner I see Pence as the personification of the smooth talking US politician and believe me, I don't mean this as a compliment.",1
"Welcome to physics 101. The more we learn, The less we know.",1
"https://youtu.be/H-pyL3Dvmak
New odia cover song asijaichi jaldi jaldi link open kariki apana mananka bhala paiba diantu
https://youtu.be/H-pyL3Dvmak",1
"Good video but small trifle: at around 0:44, friction should be pointing to the left, since friction always opposes the direction of motion of an object in contact with another object",1
"Great introduction. Just one point at 2:02:30 Tuple for single column is passed in wrong way and thats why it returned data series. It should be df.loc[:,(""START*"",) instead of  df.loc[:,(""START*"") to get the dataframe. As in Pyhton () brackets are used for expressions or for functions. (2+3) will be evaluated into 5 and (""START*"") will be evaluated into string ""START*"" and thus when there is single element in a TUPLE it must be represented with comma at the end.",1
"I've never watched a single Kentucky Derby race in my 22 years here on Earth but this just gave me chills all down my body. ""The longest shot has won the kentucky derby"" is going right down in history.",1
Love this song and mood swings,2
appreciate what ya do for the GTA community ur damn hilarious and provide alot of tips and always willing to help out other players either that or troll them which at times I'll admit is fun.,2
"I just bought my first Xbox system 3 weeks ago (series s). And their Game Pass is awesome. I've already tried about 15 games and found some games I would have never tried, such as ""As Dusk Falls"" which I enjoyed.",2
"Just the perfect amount of details. The depth and breadth of these videos are fantastic, thank you for putting all this effort into them!",2
